Wahlbezirksnummer;Wahlbezirksname;Wahlberechtigte ohne Sperrvermerk;Anteil Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Anteil Wahlberechtigte mit Sperrvermerk;Wahlberechtigte insgesamt;Anteil Wahlberechtigte insgesamt;Wähler;Anteil Wähler;darunter Wähler mit Wahlschein;Anteil darunter Wähler mit Wahlschein;ungültige Stimmen;Anteil ungültige Stimmen;gültige Stimmen;Anteil gültige Stimmen;CDU;Anteil CDU;SPD;Anteil SPD;GRÜNE;Anteil GRÜNE;DIE LINKE;Anteil DIE LINKE;AfD;Anteil AfD;FDP;Anteil FDP;PIRATEN;Anteil PIRATEN;NPD;Anteil NPD;FREIE WÄHLER;Anteil FREIE WÄHLER;Die PARTEI;Anteil Die PARTEI;BüSo;Anteil BüSo;MLPD;Anteil MLPD;BGE;Anteil BGE;DKP;Anteil DKP;DM;Anteil DM;ÖDP;Anteil ÖDP;Tierschutzpartei;Anteil Tierschutzpartei;V-Partei³;Anteil V-Partei³
91402;Briefwahl Sachsenhausen-Süd        ;0;0;0;0;0;0;963;100;963;100;3;0,3;960;100;375;39,1;123;12,8;104;10,8;56;5,8;51;5,3;225;23,4;3;0,3;2;0,2;1;0,1;8;0,8;0;0;0;0;1;0,1;0;0;1;0,1;0;0;10;1;0;0
91403;Briefwahl Sachsenhausen-Süd        ;0;0;0;0;0;0;802;100;802;100;2;0,2;800;100;245;30,6;128;16;100;12,5;50;6,2;66;8,2;187;23,4;2;0,2;2;0,2;2;0,2;3;0,4;0;0;0;0;2;0,2;0;0;0;0;1;0,1;11;1,4;1;0,1
91404;Briefwahl Sachsenhausen-Süd        ;0;0;0;0;0;0;638;100;638;100;4;0,6;634;100;203;32;129;20,3;61;9,6;51;8;52;8,2;118;18,6;0;0;1;0,2;3;0,5;3;0,5;1;0,2;0;0;1;0,2;0;0;1;0,2;1;0,2;8;1,3;1;0,2
91405;Briefwahl Sachsenhausen-Süd        ;0;0;0;0;0;0;878;100;878;100;9;1;869;100;319;36,7;133;15,3;97;11,2;60;6,9;53;6,1;186;21,4;1;0,1;1;0,1;0;0;3;0,3;0;0;0;0;1;0,1;0;0;0;0;3;0,3;9;1;3;0,3
91406;Briefwahl Sachsenhausen-Süd        ;0;0;0;0;0;0;1148;100;1148;100;3;0,3;1145;100;374;32,7;195;17;168;14,7;92;8;45;3,9;224;19,6;3;0,3;1;0,1;7;0,6;15;1,3;0;0;1;0,1;5;0,4;2;0,2;0;0;3;0,3;7;0,6;3;0,3
91601;Briefwahl Oberrad                  ;0;0;0;0;0;0;800;100;800;100;7;0,9;793;100;227;28,6;183;23,1;93;11,7;79;10;70;8,8;102;12,9;4;0,5;1;0,1;6;0,8;11;1,4;0;0;0;0;4;0,5;0;0;1;0,1;0;0;9;1,1;3;0,4
91602;Briefwahl Oberrad                  ;0;0;0;0;0;0;708;100;708;100;2;0,3;706;100;243;34,4;125;17,7;97;13,7;52;7,4;67;9,5;93;13,2;3;0,4;2;0,3;3;0,4;4;0,6;0;0;0;0;5;0,7;1;0,1;1;0,1;2;0,3;6;0,8;2;0,3
91701;Briefwahl Niederrad                ;0;0;0;0;0;0;890;100;890;100;4;0,4;886;100;276;31,2;155;17,5;130;14,7;87;9,8;66;7,4;145;16,4;2;0,2;0;0;5;0,6;6;0,7;0;0;0;0;2;0,2;0;0;0;0;2;0,2;7;0,8;3;0,3
91702;Briefwahl Niederrad                ;0;0;0;0;0;0;492;100;492;100;10;2;482;100;148;30,7;90;18,7;58;12;40;8,3;43;8,9;77;16;6;1,2;1;0,2;5;1;5;1;0;0;0;0;1;0,2;0;0;1;0,2;0;0;6;1,2;1;0,2
91703;Briefwahl Niederrad                ;0;0;0;0;0;0;762;100;762;100;4;0,5;758;100;226;29,8;138;18,2;92;12,1;79;10,4;70;9,2;112;14,8;1;0,1;1;0,1;1;0,1;16;2,1;1;0,1;0;0;1;0,1;2;0,3;0;0;3;0,4;10;1,3;5;0,7
91704;Briefwahl Niederrad                ;0;0;0;0;0;0;812;100;812;100;3;0,4;809;100;263;32,5;163;20,1;94;11,6;49;6,1;69;8,5;139;17,2;2;0,2;0;0;7;0,9;8;1;0;0;0;0;1;0,1;0;0;2;0,2;0;0;9;1,1;3;0,4
91801;Briefwahl Schwanheim               ;0;0;0;0;0;0;1066;100;1066;100;12;1,1;1054;100;368;34,9;185;17,6;110;10,4;85;8,1;118;11,2;125;11,9;5;0,5;7;0,7;4;0,4;10;0,9;0;0;1;0,1;5;0,5;0;0;1;0,1;3;0,3;25;2,4;2;0,2
91802;Briefwahl Schwanheim               ;0;0;0;0;0;0;1012;100;1012;100;16;1,6;996;100;351;35,2;241;24,2;89;8,9;55;5,5;103;10,3;123;12,3;4;0,4;2;0,2;8;0,8;7;0,7;0;0;1;0,1;0;0;0;0;1;0,1;1;0,1;9;0,9;1;0,1
91901;Briefwahl Griesheim                ;0;0;0;0;0;0;646;100;646;100;6;0,9;640;100;177;27,7;153;23,9;79;12,3;61;9,5;72;11,2;57;8,9;6;0,9;4;0,6;8;1,2;5;0,8;1;0,2;2;0,3;0;0;0;0;2;0,3;0;0;11;1,7;2;0,3
91902;Briefwahl Griesheim                ;0;0;0;0;0;0;843;100;843;100;6;0,7;837;100;265;31,7;167;20;86;10,3;92;11;62;7,4;105;12,5;4;0,5;2;0,2;12;1,4;16;1,9;1;0,1;2;0,2;2;0,2;0;0;1;0,1;1;0,1;17;2;2;0,2
92001;Briefwahl Rödelheim                ;0;0;0;0;0;0;1001;100;1001;100;7;0,7;994;100;265;26,7;179;18;159;16;160;16,1;59;5,9;104;10,5;6;0,6;1;0,1;5;0,5;30;3;0;0;1;0,1;4;0,4;1;0,1;2;0,2;2;0,2;12;1,2;4;0,4
92002;Briefwahl Rödelheim                ;0;0;0;0;0;0;1030;100;1030;100;8;0,8;1022;100;300;29,4;189;18,5;133;13;111;10,9;92;9;145;14,2;6;0,6;3;0,3;7;0,7;9;0,9;0;0;0;0;3;0,3;3;0,3;6;0,6;0;0;11;1,1;4;0,4
92100;Briefwahl Hausen/Bockenheim        ;0;0;0;0;0;0;1116;100;1116;100;9;0,8;1107;100;349;31,5;200;18,1;160;14,5;116;10,5;72;6,5;166;15;3;0,3;1;0,1;8;0,7;16;1,4;0;0;0;0;5;0,5;0;0;0;0;0;0;10;0,9;1;0,1
92201;Briefwahl Praunheim                ;0;0;0;0;0;0;791;100;791;100;4;0,5;787;100;220;28;163;20,7;107;13,6;109;13,9;72;9,1;87;11,1;2;0,3;1;0,1;4;0,5;5;0,6;0;0;0;0;4;0,5;1;0,1;0;0;2;0,3;10;1,3;0;0
92202;Briefwahl Praunheim                ;0;0;0;0;0;0;677;100;677;100;3;0,4;674;100;186;27,6;134;19,9;107;15,9;81;12;46;6,8;88;13,1;1;0,1;0;0;7;1;7;1;0;0;0;0;1;0,1;0;0;2;0,3;1;0,1;12;1,8;1;0,1
92203;Briefwahl Praunheim                ;0;0;0;0;0;0;399;100;399;100;5;1,3;394;100;133;33,8;88;22,3;49;12,4;28;7,1;27;6,9;51;12,9;2;0,5;3;0,8;3;0,8;5;1,3;0;0;0;0;0;0;0;0;0;0;0;0;5;1,3;0;0
92401;Briefwahl Heddernheim              ;0;0;0;0;0;0;1080;100;1080;100;0;0;1080;100;287;26,6;228;21,1;189;17,5;122;11,3;73;6,8;129;11,9;5;0,5;3;0,3;6;0,6;12;1,1;0;0;1;0,1;6;0,6;0;0;0;0;2;0,2;14;1,3;3;0,3
92402;Briefwahl Heddernheim              ;0;0;0;0;0;0;810;100;810;100;7;0,9;803;100;228;28,4;194;24,2;73;9,1;95;11,8;104;13;75;9,3;5;0,6;1;0,1;5;0,6;7;0,9;1;0,1;0;0;1;0,1;0;0;0;0;3;0,4;8;1;3;0,4
92501;Briefwahl Niederursel              ;0;0;0;0;0;0;1047;100;1047;100;5;0,5;1042;100;288;27,6;232;22,3;144;13,8;106;10,2;81;7,8;145;13,9;6;0,6;3;0,3;6;0,6;13;1,2;0;0;0;0;0;0;0;0;1;0,1;4;0,4;12;1,2;1;0,1
92502;Briefwahl Niederursel              ;0;0;0;0;0;0;532;100;532;100;7;1,3;525;100;164;31,2;135;25,7;58;11;35;6,7;62;11,8;49;9,3;0;0;2;0,4;3;0,6;4;0,8;1;0,2;0;0;3;0,6;2;0,4;0;0;1;0,2;6;1,1;0;0
92601;Briefwahl Ginnheim                 ;0;0;0;0;0;0;984;100;984;100;5;0,5;979;100;309;31,6;170;17,4;137;14;96;9,8;68;6,9;152;15,5;1;0,1;0;0;9;0,9;13;1,3;0;0;2;0,2;6;0,6;1;0,1;1;0,1;5;0,5;7;0,7;2;0,2
92602;Briefwahl Ginnheim                 ;0;0;0;0;0;0;953;100;953;100;4;0,4;949;100;268;28,2;204;21,5;134;14,1;99;10,4;71;7,5;127;13,4;1;0,1;3;0,3;7;0,7;15;1,6;0;0;0;0;3;0,3;1;0,1;4;0,4;2;0,2;6;0,6;4;0,4
92701;Briefwahl Dornbusch                ;0;0;0;0;0;0;530;100;530;100;2;0,4;528;100;167;31,6;84;15,9;53;10;53;10;34;6,4;129;24,4;1;0,2;0;0;1;0,2;1;0,2;0;0;0;0;2;0,4;0;0;0;0;1;0,2;1;0,2;1;0,2
92702;Briefwahl Dornbusch                ;0;0;0;0;0;0;703;100;703;100;1;0,1;702;100;242;34,5;101;14,4;89;12,7;58;8,3;29;4,1;159;22,6;1;0,1;0;0;1;0,1;11;1,6;0;0;0;0;2;0,3;0;0;1;0,1;0;0;5;0,7;3;0,4
92703;Briefwahl Dornbusch                ;0;0;0;0;0;0;938;100;938;100;7;0,7;931;100;279;30;178;19,1;157;16,9;80;8,6;58;6,2;144;15,5;6;0,6;1;0,1;7;0,8;3;0,3;1;0,1;1;0,1;1;0,1;1;0,1;2;0,2;0;0;10;1,1;2;0,2
92704;Briefwahl Dornbusch                ;0;0;0;0;0;0;772;100;772;100;7;0,9;765;100;214;28;167;21,8;94;12,3;86;11,2;58;7,6;117;15,3;7;0,9;1;0,1;7;0,9;2;0,3;0;0;0;0;3;0,4;0;0;3;0,4;2;0,3;3;0,4;1;0,1
92801;Briefwahl Eschersheim              ;0;0;0;0;0;0;1011;100;1011;100;2;0,2;1009;100;320;31,7;179;17,7;157;15,6;110;10,9;63;6,2;135;13,4;2;0,2;1;0,1;8;0,8;10;1;0;0;0;0;4;0,4;1;0,1;1;0,1;4;0,4;12;1,2;2;0,2
92802;Briefwahl Eschersheim              ;0;0;0;0;0;0;723;100;723;100;7;1;716;100;266;37,2;103;14,4;99;13,8;54;7,5;44;6,1;126;17,6;2;0,3;1;0,1;5;0,7;5;0,7;1;0,1;0;0;1;0,1;2;0,3;0;0;1;0,1;5;0,7;1;0,1
92803;Briefwahl Eschersheim              ;0;0;0;0;0;0;699;100;699;100;3;0,4;696;100;197;28,3;118;17;93;13,4;98;14,1;51;7,3;111;15,9;7;1;0;0;3;0,4;5;0,7;0;0;0;0;3;0,4;0;0;0;0;3;0,4;5;0,7;2;0,3
92901;Briefwahl Eckenheim                ;0;0;0;0;0;0;779;100;779;100;2;0,3;777;100;246;31,7;159;20,5;85;10,9;100;12,9;45;5,8;100;12,9;2;0,3;1;0,1;6;0,8;11;1,4;0;0;0;0;5;0,6;2;0,3;0;0;0;0;8;1;7;0,9
92902;Briefwahl Eckenheim                ;0;0;0;0;0;0;704;100;704;100;5;0,7;699;100;181;25,9;163;23,3;90;12,9;86;12,3;46;6,6;85;12,2;5;0,7;3;0,4;6;0,9;15;2,1;0;0;0;0;1;0,1;0;0;1;0,1;2;0,3;13;1,9;2;0,3
93001;Briefwahl Preungesheim             ;0;0;0;0;0;0;701;100;701;100;7;1;694;100;208;30;122;17,6;90;13;86;12,4;66;9,5;88;12,7;2;0,3;1;0,1;2;0,3;11;1,6;0;0;0;0;4;0,6;1;0,1;1;0,1;1;0,1;8;1,2;3;0,4
93002;Briefwahl Preungesheim             ;0;0;0;0;0;0;825;100;825;100;8;1;817;100;257;31,5;152;18,6;114;14;74;9,1;57;7;119;14,6;6;0,7;0;0;3;0,4;11;1,3;0;0;1;0,1;6;0,7;0;0;3;0,4;0;0;9;1,1;5;0,6
93100;Briefwahl Bonames                  ;0;0;0;0;0;0;622;100;622;100;3;0,5;619;100;183;29,6;133;21,5;92;14,9;53;8,6;72;11,6;55;8,9;1;0,2;1;0,2;3;0,5;8;1,3;0;0;0;0;2;0,3;0;0;0;0;2;0,3;8;1,3;6;1
93200;Briefwahl Berkersheim              ;0;0;0;0;0;0;532;100;532;100;2;0,4;530;100;178;33,6;92;17,4;73;13,8;39;7,4;39;7,4;86;16,2;1;0,2;2;0,4;4;0,8;7;1,3;0;0;0;0;1;0,2;0;0;1;0,2;2;0,4;2;0,4;3;0,6
93300;Briefwahl Riederwald               ;0;0;0;0;0;0;383;100;383;100;4;1;379;100;76;20,1;116;30,6;37;9,8;68;17,9;40;10,6;19;5;2;0,5;0;0;4;1,1;5;1,3;0;0;0;0;2;0,5;0;0;0;0;2;0,5;8;2,1;0;0
93401;Briefwahl Seckbach                 ;0;0;0;0;0;0;673;100;673;100;5;0,7;668;100;229;34,3;124;18,6;108;16,2;57;8,5;59;8,8;73;10,9;0;0;1;0,1;2;0,3;6;0,9;0;0;0;0;3;0,4;0;0;1;0,1;1;0,1;4;0,6;0;0
93402;Briefwahl Seckbach                 ;0;0;0;0;0;0;580;100;580;100;5;0,9;575;100;212;36,9;98;17;67;11,7;66;11,5;30;5,2;81;14,1;2;0,3;0;0;4;0,7;7;1,2;0;0;0;0;1;0,2;0;0;0;0;1;0,2;5;0,9;1;0,2
93501;Briefwahl Fechenheim               ;0;0;0;0;0;0;641;100;641;100;4;0,6;637;100;189;29,7;145;22,8;70;11;74;11,6;52;8,2;65;10,2;7;1,1;0;0;8;1,3;10;1,6;0;0;0;0;4;0,6;1;0,2;1;0,2;0;0;11;1,7;0;0
93502;Briefwahl Fechenheim               ;0;0;0;0;0;0;538;100;538;100;6;1,1;532;100;159;29,9;131;24,6;59;11,1;46;8,6;52;9,8;42;7,9;10;1,9;4;0,8;3;0,6;12;2,3;0;0;1;0,2;1;0,2;1;0,2;0;0;0;0;9;1,7;2;0,4
93600;Briefwahl Höchst                   ;0;0;0;0;0;0;1119;100;1119;100;6;0,5;1113;100;269;24,2;228;20,5;169;15,2;157;14,1;89;8;118;10,6;11;1;2;0,2;6;0,5;34;3,1;0;0;2;0,2;4;0,4;0;0;1;0,1;7;0,6;12;1,1;4;0,4
93701;Briefwahl Nied                     ;0;0;0;0;0;0;686;100;686;100;8;1,2;678;100;215;31,7;139;20,5;74;10,9;53;7,8;76;11,2;76;11,2;3;0,4;1;0,1;6;0,9;13;1,9;0;0;0;0;3;0,4;1;0,1;4;0,6;3;0,4;10;1,5;1;0,1
93702;Briefwahl Nied                     ;0;0;0;0;0;0;833;100;833;100;10;1,2;823;100;260;31,6;192;23,3;77;9,4;68;8,3;94;11,4;87;10,6;7;0,9;1;0,1;8;1;9;1,1;0;0;1;0,1;0;0;0;0;3;0,4;3;0,4;12;1,5;1;0,1
93800;Briefwahl Sindlingen               ;0;0;0;0;0;0;652;100;652;100;10;1,5;642;100;241;37,5;151;23,5;46;7,2;45;7;68;10,6;59;9,2;3;0,5;1;0,2;6;0,9;6;0,9;1;0,2;1;0,2;3;0,5;0;0;0;0;1;0,2;10;1,6;0;0
93900;Briefwahl Zeilsheim                ;0;0;0;0;0;0;969;100;969;100;12;1,2;957;100;359;37,5;193;20,2;76;7,9;60;6,3;112;11,7;108;11,3;3;0,3;3;0,3;7;0,7;5;0,5;0;0;1;0,1;5;0,5;0;0;7;0,7;1;0,1;17;1,8;0;0
94001;Briefwahl Unterliederbach          ;0;0;0;0;0;0;855;100;855;100;11;1,3;844;100;310;36,7;165;19,5;88;10,4;63;7,5;63;7,5;119;14,1;0;0;1;0,1;9;1,1;11;1,3;0;0;0;0;4;0,5;0;0;0;0;3;0,4;6;0,7;2;0,2
94002;Briefwahl Unterliederbach          ;0;0;0;0;0;0;376;100;376;100;4;1,1;372;100;120;32,3;90;24,2;33;8,9;33;8,9;50;13,4;37;9,9;1;0,3;1;0,3;5;1,3;1;0,3;0;0;0;0;0;0;0;0;0;0;0;0;1;0,3;0;0
94101;Briefwahl Sossenheim               ;0;0;0;0;0;0;662;100;662;100;9;1,4;653;100;263;40,3;105;16,1;56;8,6;42;6,4;81;12,4;76;11,6;4;0,6;2;0,3;4;0,6;2;0,3;0;0;0;0;3;0,5;0;0;1;0,2;0;0;12;1,8;2;0,3
94102;Briefwahl Sossenheim               ;0;0;0;0;0;0;494;100;494;100;6;1,2;488;100;174;35,7;88;18;47;9,6;42;8,6;59;12,1;53;10,9;2;0,4;2;0,4;5;1;3;0,6;0;0;0;0;0;0;0;0;1;0,2;2;0,4;8;1,6;2;0,4
94200;Briefwahl Nieder-Erlenbach         ;0;0;0;0;0;0;781;100;781;100;8;1;773;100;292;37,8;125;16,2;98;12,7;52;6,7;54;7;125;16,2;1;0,1;1;0,1;7;0,9;6;0,8;0;0;0;0;0;0;0;0;3;0,4;2;0,3;7;0,9;0;0
94301;Briefwahl Kalbach-Riedberg         ;0;0;0;0;0;0;812;100;812;100;3;0,4;809;100;309;38,2;148;18,3;82;10,1;58;7,2;58;7,2;121;15;5;0,6;0;0;3;0,4;8;1;0;0;0;0;1;0,1;1;0,1;2;0,2;1;0,1;11;1,4;1;0,1
94302;Briefwahl Kalbach-Riedberg         ;0;0;0;0;0;0;1429;100;1429;100;5;0,3;1424;100;482;33,8;220;15,4;187;13,1;64;4,5;86;6;325;22,8;3;0,2;2;0,1;9;0,6;16;1,1;1;0,1;0;0;3;0,2;0;0;1;0,1;1;0,1;14;1;10;0,7
94400;Briefwahl Harheim                  ;0;0;0;0;0;0;733;100;733;100;4;0,5;729;100;258;35,4;136;18,7;76;10,4;42;5,8;72;9,9;115;15,8;2;0,3;2;0,3;4;0,5;5;0,7;0;0;0;0;1;0,1;1;0,1;2;0,3;0;0;8;1,1;5;0,7
94501;Briefwahl Nieder-Eschbach          ;0;0;0;0;0;0;659;100;659;100;3;0,5;656;100;211;32,2;128;19,5;82;12,5;43;6,6;73;11,1;80;12,2;3;0,5;1;0,2;12;1,8;9;1,4;0;0;1;0,2;0;0;0;0;1;0,2;1;0,2;9;1,4;2;0,3
94502;Briefwahl Nieder-Eschbach          ;0;0;0;0;0;0;548;100;548;100;4;0,7;544;100;161;29,6;114;21;62;11,4;55;10,1;74;13,6;53;9,7;1;0,2;0;0;7;1,3;7;1,3;0;0;0;0;3;0,6;0;0;0;0;0;0;7;1,3;0;0
94601;Briefwahl Bergen-Enkheim           ;0;0;0;0;0;0;886;100;886;100;3;0,3;883;100;312;35,3;177;20;96;10,9;46;5,2;67;7,6;143;16,2;5;0,6;1;0,1;6;0,7;11;1,2;0;0;0;0;3;0,3;0;0;0;0;2;0,2;12;1,4;2;0,2
94602;Briefwahl Bergen-Enkheim           ;0;0;0;0;0;0;900;100;900;100;5;0,6;895;100;320;35,8;151;16,9;86;9,6;46;5,1;82;9,2;180;20,1;1;0,1;1;0,1;5;0,6;6;0,7;0;0;0;0;3;0,3;0;0;2;0,2;1;0,1;10;1,1;1;0,1
94603;Briefwahl Bergen-Enkheim           ;0;0;0;0;0;0;921;100;921;100;4;0,4;917;100;270;29,4;233;25,4;100;10,9;61;6,7;75;8,2;132;14,4;2;0,2;1;0,1;11;1,2;9;1;1;0,1;1;0,1;3;0,3;0;0;0;0;1;0,1;16;1,7;1;0,1
94700;Briefwahl Frankfurter Berg         ;0;0;0;0;0;0;850;100;850;100;7;0,8;843;100;268;31,8;160;19;86;10,2;75;8,9;95;11,3;107;12,7;6;0,7;3;0,4;8;0,9;16;1,9;1;0,1;0;0;1;0,1;0;0;1;0,1;0;0;12;1,4;4;0,5
;Stadt insgesamt;322451;76,1;101266;23,9;423717;100;317234;74,9;96447;30,4;3234;1;314000;100;82952;26,4;63254;20,1;45890;14,6;37238;11,9;27079;8,6;44325;14,1;1454;0,5;580;0,2;1461;0,5;3820;1,2;61;0;248;0,1;766;0,2;144;0;575;0,2;561;0,2;2976;0,9;616;0,2
